(scrambled) Authors,Abstract Link,Authors,Cited-By Count,Cited-By Link,DOI,Date,EID,Funding Agency,Page Range,PubMed ID,Scopus ID,Scopus Link,SearchedAuthor,Source Title,Title,Type
,https://api.elsevier.com/content/abstract/scopus_id/83055181237,Jeff H. Duyn;Daniel S. Reich;Steven Jacobson;Peter van Gelderen;Afonso C. Silva;Pascal Sati;Jillian E. Wohler;Maria I. Gaitan,45,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=83055181237&origin=inward,10.1016/j.neuroimage.2011.08.064,2012-01-16,2-s2.0-83055181237,,979-985,21906687.0,83055181237,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=83055181237&origin=inward,Jacobson,NeuroImage,In vivo quantification of T <inf>2</inf><sup>*</sup> anisotropy in white matter fibers in marmoset monkeys,Article
,https://api.elsevier.com/content/abstract/scopus_id/84906852811,Daniel S. Reich;Dzung L. Pham;Ciprian M. Crainiceanu;Russell T. Shinohara;Farrah J. Mateen;Jeff Goldsmith;Elizabeth M. Sweeney;Peter A. Calabresi;Samson Jarso;Navid Shiee,72,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84906852811&origin=inward,10.1016/j.nicl.2014.08.008,2014-01-01,2-s2.0-84906852811,,9-19,25379412.0,84906852811,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906852811&origin=inward,Reich,NeuroImage: Clinical,Statistical normalization techniques for magnetic resonance imaging,Article
,https://api.elsevier.com/content/abstract/scopus_id/84994718072,Luca Massacesi;Nancy L. Sicotte;Eric C. Klawiter;Russell T. Shinohara;Andrew J. Solomon;Henry McFarland;Alexander Rauscher;R. Todd Constable;Constantina A. Treaba;Daniel S. Reich;Jiwon Oh;Raymond A. Sobel;Flavia Nelson;Amal P.R. Samaraweera;Daniel Ontaneda;William D. Rooney;Pascal Sati;Roland G. Henry;Nikos Evangelou;Daniel Pelletier;Robert Zivadinov;Caterina Mainero;Charles R.G. Guttmann;Jens Wuerfel,66,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84994718072&origin=inward,10.1038/nrneurol.2016.166,2016-12-01,2-s2.0-84994718072,,714-722,27834394.0,84994718072,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84994718072&origin=inward,McFarland,Nature Reviews Neurology,The central vein sign and its clinical evaluation for the diagnosis of multiple sclerosis: A consensus statement from the North American Imaging in Multiple Sclerosis Cooperative,Article
,https://api.elsevier.com/content/abstract/scopus_id/84886437216,Daniel S. Reich;Dzung L. Pham;Jiwon Oh;Jerry L. Prince;Aaron Carass;Govind Nair;Min Chen,41,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84886437216&origin=inward,10.1016/j.neuroimage.2013.07.060,2013-12-01,2-s2.0-84886437216,,1051-1062,23927903.0,84886437216,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84886437216&origin=inward,Reich,NeuroImage,Automatic magnetic resonance spinal cord segmentation with topology constraints for variable fields of view,Article
,https://api.elsevier.com/content/abstract/scopus_id/84875897566,Daniel S. Reich;Avni A. Chudgar;Dzung L. Pham;Ciprian M. Crainiceanu;Russell T. Shinohara;Farrah J. Mateen;Jennifer L. Cuzzocreo;Elizabeth M. Sweeney;Peter A. Calabresi;Navid Shiee,45,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875897566&origin=inward,10.1016/j.nicl.2013.03.002,2013-04-11,2-s2.0-84875897566,,402-413,,84875897566,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84875897566&origin=inward,Reich,NeuroImage: Clinical,"OASIS is Automated Statistical Inference for Segmentation, with applications to multiple sclerosis lesion segmentation in MRI",Article
,https://api.elsevier.com/content/abstract/scopus_id/84870722172,Daniel S. Reich;Bibiana Bielekova;Tianxia Wu;Quangang Xu;Mika Komori,38,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84870722172&origin=inward,10.1371/journal.pone.0048370,2012-11-30,2-s2.0-84870722172,,,23226202.0,84870722172,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84870722172&origin=inward,Bielekova,PLoS ONE,"Cerebrospinal Fluid IL-12p40, CXCL13 and IL-8 as a Combinatorial Biomarker of Active Intrathecal Inflammation",Article
,https://api.elsevier.com/content/abstract/scopus_id/84879774994,Daniel S. Reich;Souheil J. Inati;Pascal Sati;María I. Gaitán,27,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879774994&origin=inward,10.1177/1352458512471093,2013-01-01,2-s2.0-84879774994,,1068-1073,,84879774994,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84879774994&origin=inward,Reich,Multiple Sclerosis Journal,Initial investigation of the blood-brain barrier in MS lesions at 7 tesla,Article
,https://api.elsevier.com/content/abstract/scopus_id/84873668041,E. M. Sweeney;D. S. Reich;C. D. Shea;C. M. Crainiceanu;R. T. Shinohara,30,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873668041&origin=inward,10.3174/ajnr.A3172,2013-01-01,2-s2.0-84873668041,,68-73,22766673.0,84873668041,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84873668041&origin=inward,Reich,American Journal of Neuroradiology,Automatic lesion incidence estimation and detection in multiple sclerosis using multisequence longitudinal MRI,Article
,https://api.elsevier.com/content/abstract/scopus_id/84873638442,Daniel S. Reich;María I. Gaitán;Manori P. De Alwis;Pascal Sati;Govind Nair,24,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873638442&origin=inward,10.1212/WNL.0b013e31827b916f,2013-01-08,2-s2.0-84873638442,,145-151,23255828.0,84873638442,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84873638442&origin=inward,Reich,Neurology,"Multiple sclerosis shrinks intralesional, and enlarges extralesional, brain parenchymal veins",Article
,https://api.elsevier.com/content/abstract/scopus_id/84888187456,M. Absinta;Govind Nair;D. S. Reich,27,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888187456&origin=inward,10.3174/ajnr.A3637,2013-11-01,2-s2.0-84888187456,NIH,2215-2222,23764721.0,84888187456,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84888187456&origin=inward,Reich,American Journal of Neuroradiology,Optimized T1-MPRAGE sequence for better visualization of spinal cord multiple sclerosis lesions at 3T,Article
,https://api.elsevier.com/content/abstract/scopus_id/84940979990,Daniel S. Reich;Snehashis Roy;Dzung L. Pham;Jerry L. Prince;Elizabeth Sweeney;Qing He;Aaron Carass,34,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84940979990&origin=inward,10.1109/JBHI.2015.2439242,2015-09-01,2-s2.0-84940979990,,1598-1609,26340685.0,84940979990,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84940979990&origin=inward,Reich,IEEE Journal of Biomedical and Health Informatics,Subject-Specific Sparse Dictionary Learning for Atlas-Based Brain MRI Segmentation,Article
,https://api.elsevier.com/content/abstract/scopus_id/84978431594,Matthew Schindler;Daniel S. Reich;Joan Ohayon;Alessandro Meani;Steven Jacobson;Martina Absinta;Emily C. Leibovitch;Irene C.M. Cortese;Pascal Sati;Tianxia Wu;Massimo Filippi,34,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84978431594&origin=inward,10.1172/JCI86198,2016-07-01,2-s2.0-84978431594,,2597-2609,27270171.0,84978431594,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84978431594&origin=inward,Jacobson,Journal of Clinical Investigation,Persistent 7-tesla phase rim predicts poor outcome in new multiple sclerosis patient lesions,Article
,https://api.elsevier.com/content/abstract/scopus_id/84872800724,Daniel S. Reich;Joan Ohayon;Isabela T. Borges;Bibiana Bielekova;Henry McFarland;Colin D. Shea;Roger D. Stone;Navid Shiee;Blake C. Jones;John Ostuni,20,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872800724&origin=inward,10.1016/j.msard.2012.10.002,2013-04-01,2-s2.0-84872800724,,133-140,,84872800724,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84872800724&origin=inward,McFarland,Multiple Sclerosis and Related Disorders,The effect of daclizumab on brain atrophy in relapsing-remitting multiple sclerosis,Article
,https://api.elsevier.com/content/abstract/scopus_id/84883353846,Daniel S. Reich;Ciprian M. Crainiceanu;Colin D. Shea;Irene C.M. Cortese;Govind Nair;Blake C. Jones,21,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883353846&origin=inward,10.1016/j.nicl.2013.08.001,2013-09-09,2-s2.0-84883353846,,171-179,,84883353846,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84883353846&origin=inward,Cortese,NeuroImage: Clinical,Quantification of multiple-sclerosis-related brain atrophy in two heterogeneous MRI datasets using mixed-effects modeling,Article
,https://api.elsevier.com/content/abstract/scopus_id/79960253679,Daniel S. Reich;Ciprian M. Crainiceanu;María Inés Gaitán;Russell T. Shinohara;Brian S. Caffo,22,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960253679&origin=inward,10.1016/j.neuroimage.2011.05.038,2011-08-15,2-s2.0-79960253679,,1430-1446,21635955.0,79960253679,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960253679&origin=inward,Reich,NeuroImage,Population-wide principal component-based quantification of blood-brain-barrier dynamics in multiple sclerosis,Article
,https://api.elsevier.com/content/abstract/scopus_id/84890842607,D. S. Reich;J. Wohler;J. O. Virtanen;K. Fenton;S. Jacobson,19,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84890842607&origin=inward,10.1177/1352458513490545,2014-01-01,2-s2.0-84890842607,,27-34,23722324.0,84890842607,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84890842607&origin=inward,Reich,Multiple Sclerosis,Oligoclonal bands in multiple sclerosis reactive against two herpesviruses and association with magnetic resonance imaging findings,Article
,https://api.elsevier.com/content/abstract/scopus_id/84904747084,Daniel S. Reich;Maria I. Reyes-Mantilla;Abhik Ray-Chaudhury;Martina Absinta;Carlos A. Pardo;Govind Nair;Massimo Filippi,19,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84904747084&origin=inward,10.1097/NEN.0000000000000096,2014-01-01,2-s2.0-84904747084,,780-788,25007244.0,84904747084,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84904747084&origin=inward,Reich,Journal of Neuropathology and Experimental Neurology,"Postmortem magnetic resonance imaging to guide the pathologic cut: Individualized, 3-dimensionally printed cutting boxes for fixed brains",Article
,https://api.elsevier.com/content/abstract/scopus_id/85012951357,Daniel S. Reich;Martina Absinta;Irene C.M. Cortese;Pascal Sati;Govind Nair;Massimo Filippi,16,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85012951357&origin=inward,10.1212/NXI.0000000000000145,2015-10-01,2-s2.0-85012951357,,e145,,85012951357,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85012951357&origin=inward,Cortese,Neurology: Neuroimmunology and NeuroInflammation,Direct MRI detection of impending plaque development in multiple sclerosis,Article
,https://api.elsevier.com/content/abstract/scopus_id/84907878924,Daniel S. Reich;Anshika Bakshi;Raya Massoud;Luisa Vuolo;Winston Liu;Steven Jacobson;Govind Nair,18,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84907878924&origin=inward,10.1002/ana.24213,2014-01-01,2-s2.0-84907878924,NIH,370-378,25042583.0,84907878924,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84907878924&origin=inward,Reich,Annals of Neurology,In vivo imaging of spinal cord atrophy in neuroinflammatory diseases,Article
,https://api.elsevier.com/content/abstract/scopus_id/84958124512,Tanuja Chitnis;Daniel S. Reich;Cristin A. McCabe;Phoebe A. Winn;Philip L. De Jager;Lori B. Chibnik;Alina Von Korff;Howard L. Weiner;Charles C. White;Sarah R. Clarkson;Sonya U. Steele;Irene C.M. Cortese;Ashley Hoesing;Zongqi Xia;Emily K. Owen;Maria Cimpean,20,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84958124512&origin=inward,10.1002/ana.24560,2016-02-01,2-s2.0-84958124512,NIH,178-189,26583565.0,84958124512,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84958124512&origin=inward,Cortese,Annals of Neurology,Genes and Environment in Multiple Sclerosis project: A platform to investigate multiple sclerosis risk,Article
,https://api.elsevier.com/content/abstract/scopus_id/84991392284,Daniel S. Reich;Martina Absinta;Colin D. Shea;Irene C.M. Cortese;Elizabeth M. Sweeney;Pascal Sati;Ilena C. George,11,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84991392284&origin=inward,10.1177/1352458515624975,2016-10-01,2-s2.0-84991392284,,1578-1586,26769065.0,84991392284,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84991392284&origin=inward,Cortese,Multiple Sclerosis,Clinical 3-tesla FLAIR∗ MRI improves diagnostic accuracy in multiple sclerosis,Article
,https://api.elsevier.com/content/abstract/scopus_id/85018636444,Daniel S. Reich;Joan Ohayon;Luisa Vuolo;Manori P. De Alwis;Alessandro Meani;Roberta Scotti;Bryan R. Smith;Steven Jacobson;Martina Absinta;Irene C.M. Cortese;Vittorio Martinelli;Avindra Nath;Govind Nair;Andrea Falini;Massimo Filippi,22,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018636444&origin=inward,10.1212/WNL.0000000000003820,2017-04-11,2-s2.0-85018636444,,1439-1444,28283598.0,85018636444,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018636444&origin=inward,Cortese,Neurology,Leptomeningeal gadolinium enhancement across the spectrum of chronic neuroinflammatory diseases,Article
,https://api.elsevier.com/content/abstract/scopus_id/84866412406,J. Goldsmith;D. S. Reich;Russell T. Shinohara;C. Crainiceanu;F. J. Mateen,11,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84866412406&origin=inward,10.3174/ajnr.A2997,2012-09-01,2-s2.0-84866412406,,1586-1590,22442041.0,84866412406,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84866412406&origin=inward,Reich,American Journal of Neuroradiology,Predicting breakdown of the blood-brain barrier in multiple sclerosis without contrast agents,Article
,https://api.elsevier.com/content/abstract/scopus_id/84899723552,Daniel S. Reich;Ciprian M. Crainiceanu;Russell T. Shinohara;Jennifer L. Cuzzocreo;Joshua T. Vogelstein;Elizabeth M. Sweeney;Peter A. Calabresi,14,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84899723552&origin=inward,10.1371/journal.pone.0095753,2014-04-29,2-s2.0-84899723552,NINDS,,24781953.0,84899723552,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899723552&origin=inward,Reich,PLoS ONE,A comparison of supervised machine learning algorithms and feature vectors for MS lesion segmentation using multimodal structural MRI,Article
,https://api.elsevier.com/content/abstract/scopus_id/85017649229,Daniel S. Reich;Anshika Bakshi;Joan Ohayon;Govind Nair;Philip L. De Jager;Matthew K. Schindler;Blake E. Dewey;Lauren R. Price;Sonya U. Steele;Sarah R. Clarkson;Charles C. White;Irene C.M. Cortese;Zongqi Xia;Lori B. Chibnik,11,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85017649229&origin=inward,10.1001/jamaneurol.2016.5056,2017-03-01,2-s2.0-85017649229,,293-300,28114441.0,85017649229,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017649229&origin=inward,Cortese,JAMA Neurology,Assessment of early evidence of multiple sclerosis in a prospective study of asymptomatic high-risk family members,Article
,https://api.elsevier.com/content/abstract/scopus_id/84907212644,Daniel S. Reich;Ciprian M. Crainiceanu;Martin A. Lindquist;Russell T. Shinohara;Ani Eloyan;Jennifer L. Cuzzocreo;Mary Beth Nebel;Elizabeth M. Sweeney;Peter A. Calabresi;Haochang Shou,9,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84907212644&origin=inward,10.1371/journal.pone.0107263,2014-09-18,2-s2.0-84907212644,,,25233361.0,84907212644,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84907212644&origin=inward,Reich,PLoS ONE,Health effects of lesion localization in multiple sclerosis: Spatial registration and confounding adjustment,Article
,https://api.elsevier.com/content/abstract/scopus_id/84941944279,Daniel S. Reich;Jeff H. Duyn;Jacco A. De Zwart;Qi Duan;Joe Murphy-Boesch;Natalia Gudino;Hellmut Merkle;Peter Van Gelderen;Govind Nair,13,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84941944279&origin=inward,10.1002/mrm.25817,2015-10-01,2-s2.0-84941944279,NIH,1189-1197,26190585.0,84941944279,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84941944279&origin=inward,Reich,Magnetic Resonance in Medicine,A 7T spine array based on electric dipole transmitters,Article
,https://api.elsevier.com/content/abstract/scopus_id/84904065883,Daniel S. Reich;Katherine C. Gao;Irene C.M. Cortese;Govind Nair;Alan Koretsky,9,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84904065883&origin=inward,10.1016/j.neuroimage.2014.06.014,2014-10-15,2-s2.0-84904065883,,370-378,24945671.0,84904065883,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84904065883&origin=inward,Cortese,NeuroImage,Sub-millimeter imaging of brain-free water for rapid volume assessment in atrophic brains,Article
,https://api.elsevier.com/content/abstract/scopus_id/84940062307,Daniel S. Reich;R. John Leigh;Anja K.E. Horn;Scott D.Z. Eggers;Sigrun Roeber;Govind Nair;Wolfgang Härtig,6,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84940062307&origin=inward,10.1371/journal.pone.0132075,2015-07-02,2-s2.0-84940062307,NINDS,,26135580.0,84940062307,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84940062307&origin=inward,Reich,PLoS ONE,Saccadic palsy following cardiac surgery: Possible role of perineuronal nets,Article
,https://api.elsevier.com/content/abstract/scopus_id/84947284118,Daniel S. Reich;Ciprian M. Crainiceanu;Russell T. Shinohara;Matthew K. Schindler;Blake E. Dewey;Ani Eloyan;John Muschelli;Elizabeth M. Sweeney,7,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84947284118&origin=inward,10.1016/j.nicl.2015.10.013,2016-01-01,2-s2.0-84947284118,,1-17,26693397.0,84947284118,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84947284118&origin=inward,Reich,NeuroImage: Clinical,Relating multi-sequence longitudinal intensity profiles and clinical covariates in incident multiple sclerosis lesions,Article
,https://api.elsevier.com/content/abstract/scopus_id/84962611714,Daniel S. Reich;Amanda F. Mejia;Russell T. Shinohara;Pascal Sati;Elizabeth M. Sweeney;Blake Dewey;Govind Nair;Colin Shea,6,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84962611714&origin=inward,10.1016/j.neuroimage.2015.12.037,2016-06-01,2-s2.0-84962611714,,176-188,26732403.0,84962611714,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84962611714&origin=inward,Reich,NeuroImage,Statistical estimation of T<inf>1</inf> relaxation times using conventional magnetic resonance imaging,Article
