Title,Searched PI,Authors (scrambled),Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
"Publisher Correction: Gene expression imputation across multiple brain regions provides insights into schizophrenia risk (Nature Genetics, (2019), 51, 4, (659-674), 10.1038/s41588-019-0364-4)",Thurm,Thanneer M. Perumal;Aiden Corvin;Benjamin A. Logsdon;Hiroyoshi Toyoshiba;Richard Bruggeman;Vaughan J. Carr;Srdjan Djurovic;Vahram Haroutunian;Elizabeth Bevilacqua;Jurgen Del Favero;Ronald Y.L. Chen;Brendan Bulik-Sullivan;Barbara K. Lipska;James J. Crowley;Veera M. Rajagopal;Elodie Drapeau;Guiqing Cai;Laura M. Huckins;Nadine Cohen;Noa Carrera;Enrico Domenici;Paul Cormican;David A. Lewis;Madeline Alexander;Gary Donohoe;Hoang T. Nguyen;Sarah E. Bergen;Ditte Demontis;Hardik R. Shah;C. Robert Cloninger;Michael Davidson;Kristen K. Dang;Panos Roussos;David Curtis;Martin Begemann;Kiran Girdhar;Stephan Ripke;Tune H. Pers;Silviu A. Bacanu;Wiepke Cahn;Shaun Purcell;Kimberly D. Chambert;Milind C. Mahajan;Amanda Dobbyn;Jessica S. Johnson;Rita M. Cantor;Gabriel Hoffman;Laurent Essioux;Antonio F. Pardiñas;Menachem Fromer;Jubao Duan;James T.R. Walters;Phil Lee;Nancy G. Buccola;Naser Durmishi;Chang Gyu Hahn;Judit Bene;Eric F.C. Cheung;Franziska Degenhardt;Lara M. Mangravite;Eric R. Gamazon;Stanley V. Catts;Eric Y.H. Chen;Douglas M. Ruderfer;Ingrid Agartz;Dimitris Dikeos;Raymond C.K. Chan;Richard A. Belliveau;Keisuke Hirai;Tim B. Bigdeli;Dominique Campion;Joseph D. Buxbaum;James Boocock;Siow Ann Chong;Nick Craddock;Timothy Dinan;William Byerley;David Cohen;Peter A. Holmans;Peter Eichhammer;David A. Collier;Johan Eriksson;Weiqing Wang;Donald W. Black;Mette A. Peters;Lambertus L. Klein;Raquel E. Gur;Eric Schadt;Kenneth L. Davis;Frank Dudbridge;Farooq Amin;Randy L. Buckner;Wei Cheng;Hailiang Huang;Kai How Farh;Thomas D. Als;Robin Kramer;Margot Albus;Esben Agerbo;Benjamin M. Neale,2019-06-01,0,Nature Genetics,1068,10.1038/s41588-019-0435-6,31086353.0,85065757972,2-s2.0-85065757972,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85065757972,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065757972&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065757972&origin=inward
Haploinsufficiency of the brain-derived neurotrophic factor gene is associated with reduced pain sensitivity,Thurm,Kristen M. Danley;Andrew J. Mannes;Jack W. Tsao;Shannon R. Fuhr;Amanda E. Huey;Jack A. Yanovski;Joan C. Han;Mark D. Lee;Michael J. Iadarola;Tanya Lehky;Matthew R. Sapio;Stephen J. Sharp;Danielle M. LaPaglia;Audrey E. Thurm,2019-05-01,3,Pain,1070-1081,10.1097/j.pain.0000000000001485,30855519.0,85065086783,2-s2.0-85065086783,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85065086783,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065086783&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065086783&origin=inward
"Association of Polygenic Liabilities for Major Depression, Bipolar Disorder, and Schizophrenia with Risk for Depression in the Danish Population",Thurm,Katherine L. Musliner;John J. McGrath;David M. Hougaard;Jonas Bybjerg-Grauholm;Ole Mors;Merete Nordentoft;Preben B. Mortensen;Carsten B. Pedersen;Nis P. Suppli;Marianne G. Pedersen;Anders D. Børglum;Thomas Werge;Esben Agerbo;Ole Andreassen;Marie Bækvad-Hansen,2019-05-01,17,JAMA Psychiatry,516-525,10.1001/jamapsychiatry.2018.4166,30698613.0,85061012249,2-s2.0-85061012249,Article,NIDA,https://api.elsevier.com/content/abstract/scopus_id/85061012249,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061012249&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061012249&origin=inward
Genome-wide association study identifies 30 loci associated with bipolar disorder,Thurm,Jakob Grove;Richard Belliveau;Monika Budde;Melissa J. Green;Miquel Casas;Chun Chieh Fan;Tatiana M. Foroud;Erlend Bøen;Jonas Bybjerg-Grauholm;Srdjan Djurovic;Stefan Herms;Alexander W. Charney;Jack D. Barchas;Nelson B. Freimer;Gerome Breen;Judith A. Badner;Liz Forty;Sarah E. Bergen;José Guzman-Parra;Julie Garnham;Simone de Jong;Enda M. Byrne;Amanda L. Dobbyn;Christine Fraser;David Curtis;J. Raymond DePaulo;Margit Burmeister;Stephan Ripke;Tune H. Pers;Marco P. Boks;Claudia Giambartolomei;Maria Hipolito;Toni Kim Clarke;Andreas J. Forstner;Marie Bækvad-Hansen;Jessica S. Johnson;Verneri Antilla;Katherine Gordon-Smith;Huda Akil;Eli A. Stahl;Claire Churchhouse;Dominic Holland;Piotr M. Czerski;Urs Heilbronner;Valentina Escott-Price;Franziska Degenhardt;Ney Alliey-Rodriguez;Adebayo Anjorin;Liam Abbott;Stacy Steinberg;Andrew McQuillin;Danfeng Chen;Vassily Trubetskoy;William Bunney;Felecia Cerrato;Swapnil Awasthi;Katrin Gade;Martin Hautzinger;Pablo Cervantes;Cristiana Cruceanu;Carsten Bøcker Pedersen;James Boocock;Jennifer M.Whitehead Pavlides;Tiffany A. Greenwood;Héléna A. Gaspar;Matthew Flickinger;Laura Huckins;Jonathan R.I. Coleman;William Byerley;Nicholas Bass;Peter A. Holmans;Christiaan A. de Leeuw;Anders M. Dale;Josef Frank;Louise Frisén;Scott D. Gordon;Kimberly Chambert;Marian L. Hamshere;Ashley Dumont;David W. Craig;Stéphane Jamain;Jaqueline Goldstein;Torbjørn Elvsåshagen;William Coryell;Elaine K. Green;Alexander L. Richards;Michael Bauer;Marianne Giørtz Pedersen;Jurgen Del-Favero;Diane Gage;Thomas D. Als;Sascha B. Fischer;Per Hoffmann;Yunpeng Wang;Maciej Trzaskowski;Manuel Mattheisen;Esben Agerbo;Anders Juréus;Weihua Guan;Diego Albani,2019-05-01,143,Nature Genetics,793-803,10.1038/s41588-019-0397-8,31043756.0,85065180508,2-s2.0-85065180508,Article,VR,https://api.elsevier.com/content/abstract/scopus_id/85065180508,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065180508&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065180508&origin=inward
Variable DNA methylation in neonates mediates the association between prenatal smoking and birth weight,Thurm,Jakob Grove;Ole Mors;Mads Vilhelm Hollegaard;Merete Nordentoft;David Michael Hougaard;Mady Hornig;Jonas Bybjerg-Grauholm;M. Daniele Fallin;Eilis Hannon;Preben Bo Mortensen;Christine Søholm Hansen;Thomas Werge;Marianne Giørtz Pedersen;Christine Ladd-Acosta;Abraham Reichenberg;Michaeline Bresnahan;Marie Bækvad-Hansen;Joseph D. Buxbaum;Diana Schendel;Anders D. Børglum;Jonathan Mill,2019-04-15,4,Philosophical Transactions of the Royal Society B: Biological Sciences,,10.1098/rstb.2018.0120,30966880.0,85064163758,2-s2.0-85064163758,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85064163758,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064163758&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064163758&origin=inward
Gene expression imputation across multiple brain regions provides insights into schizophrenia risk,Thurm,Thanneer M. Perumal;Aiden Corvin;Benjamin A. Logsdon;Hiroyoshi Toyoshiba;Richard Bruggeman;Vaughan J. Carr;Srdjan Djurovic;Vahram Haroutunian;Elizabeth Bevilacqua;Jurgen Del Favero;Ronald Y.L. Chen;Brendan Bulik-Sullivan;Barbara K. Lipska;James J. Crowley;Veera M. Rajagopal;Elodie Drapeau;Guiqing Cai;Laura M. Huckins;Nadine Cohen;Noa Carrera;Enrico Domenici;Paul Cormican;David A. Lewis;Madeline Alexander;Gary Donohoe;Hoang T. Nguyen;Sarah E. Bergen;Ditte Demontis;Hardik R. Shah;C. Robert Cloninger;Michael Davidson;Kristen K. Dang;Panos Roussos;David Curtis;Martin Begemann;Kiran Girdhar;Stephan Ripke;Tune H. Pers;Silviu A. Bacanu;Wiepke Cahn;Shaun Purcell;Kimberly D. Chambert;Milind C. Mahajan;Amanda Dobbyn;Jessica S. Johnson;Rita M. Cantor;Gabriel Hoffman;Laurent Essioux;Antonio F. Pardiñas;Menachem Fromer;Jubao Duan;James T.R. Walters;Phil Lee;Nancy G. Buccola;Naser Durmishi;Chang Gyu Hahn;Judit Bene;Eric F.C. Cheung;Franziska Degenhardt;Lara M. Mangravite;Eric R. Gamazon;Stanley V. Catts;Eric Y.H. Chen;Douglas M. Ruderfer;Ingrid Agartz;Dimitris Dikeos;Raymond C.K. Chan;Richard A. Belliveau;Keisuke Hirai;Tim B. Bigdeli;Dominique Campion;Joseph D. Buxbaum;James Boocock;Siow Ann Chong;Nick Craddock;Timothy Dinan;William Byerley;David Cohen;Peter A. Holmans;Peter Eichhammer;David A. Collier;Johan Eriksson;Weiqing Wang;Donald W. Black;Mette A. Peters;Lambertus L. Klein;Raquel E. Gur;Eric Schadt;Kenneth L. Davis;Frank Dudbridge;Farooq Amin;Randy L. Buckner;Wei Cheng;Hailiang Huang;Kai How Farh;Thomas D. Als;Robin Kramer;Margot Albus;Esben Agerbo;Benjamin M. Neale,2019-04-01,29,Nature Genetics,659-674,10.1038/s41588-019-0364-4,30911161.0,85063585118,2-s2.0-85063585118,Article,IDPH,https://api.elsevier.com/content/abstract/scopus_id/85063585118,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063585118&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063585118&origin=inward
Early Indicators of Creatine Transporter Deficiency,Thurm,Judith S. Miller;Audrey Thurm;Simona Bianconi;Whitney Guthrie;Can Ficicioglu;Rebecca P. Thomas;Robert J. Davis;Forbes D. Porter;Amanda Bennett;Aleksandra Bruchey,2019-03-01,0,Journal of Pediatrics,283-285,10.1016/j.jpeds.2018.11.008,30579583.0,85058667948,2-s2.0-85058667948,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85058667948,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058667948&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058667948&origin=inward
A genome-wide association study of shared risk across psychiatric disorders implicates gene regulation during fetal neurodevelopment,Thurm,Ole Mors;Hyejung Won;Ron Nudel;Merete Nordentoft;Vivek Appadurai;Wesley K. Thompson;Mark J. Daly;Alfonso Buil;Jonas Bybjerg-Grauholm;Preben Bo Mortensen;Malene Revsbech Christiansen;Thomas Werge;Mike Gandal;Naomi R. Wray;Marianne Giørtz Pedersen;Daniel H. Geschwind;David M. Hougaard;Andrew J. Schork;Carsten Bøcker Pedersen;Marie Bækved-Hansen;Anders D. Børglum;Esben Agerbo;Benjamin M. Neale;Olivier Delaneau,2019-03-01,31,Nature Neuroscience,353-361,10.1038/s41593-018-0320-0,30692689.0,85060777615,2-s2.0-85060777615,Article,NHMRC,https://api.elsevier.com/content/abstract/scopus_id/85060777615,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060777615&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060777615&origin=inward
Identification of common genetic risk variants for autism spectrum disorder,Thurm,Jakob Grove;Mette Nyegaard;Aarno Palotie;Hyejung Won;Alicia R. Martin;Ashley L. Dumont;Duncan S. Palmer;Patrick Turley;Jonas Bybjerg-Grauholm;Srdjan Djurovic;Swapnil Awashti;Aartjan T.F. Beekman;Rich Belliveau;Jennifer L. Moran;Sven Sandin;Erin C. Dunn;Gregory E. Crawford;Nese Direk;Beate St Pourcain;Ditte Demontis;F. Kyle Satterstrom;Enda M. Byrne;Baptiste Couvy-Duchesne;Lambertus Klei;Per Qvist;Jonatan Pallesen;Raymond K. Walters;Conor V. Dolan;Panos Roussos;Farnush Farhadi Hassan Kiadeh;Xinyi Xu;Kathryn Roeder;Stephan Ripke;Gail Davies;Karola Rehnström;Jane H. Christensen;Patrick F. Sullivan;Evald Saemundsen;Thalia C. Eley;Toni Kim Clarke;Andreas J. Forstner;Marie Bækvad-Hansen;Christine R. Stevens;Ian J. Deary;Hreinn Stefansson;George Davey Smith;Jennifer Reichert;Claire Churchhouse;Hilary K. Finucane;Terje Nærland;Julien Bryois;Karin Dellenvall;Na Cai;Francesco Bettella;Valentina Escott-Price;Timothy dPoterba;Jesper Buchhave Poulsen;Franziska Degenhardt;Eske M. Derks;Stacy Steinberg;Mark J. Adams;Mads Engel Hauberg;Joanna Martin;Felecia Cerrato;Tim B. Bigdeli;Christine S. Hansen;Enrique Castelao;Joseph D. Buxbaum;Julian Maller;Carsten Bøcker Pedersen;Nick Craddock;Elise B. Robinson;Ole A. Andreassen;Jonathan R.I. Coleman;Henriette N. Buttenschøn;Richard Anney;Mads V. Hollegaard;Kimberly Chambert;Christina M. Hultman;Jacqueline I. Goldstein;Douglas H.R. Blackwood;Tracy M. Air;G. Bragi Walters;Naomi R. Wray;Marianne Giørtz Pedersen;Daniel P. Howrigan;Lucía Colodro-Conde;Sigrun Hope;Hailiang Huang;Abraham Reichenberg;Thomas D. Als;Bernie Devlin;Abdel Abdellaoui;Maciej Trzaskowski;Elisabeth B. Binder;Silviu Alin Bacanu;Till F.M. Andlauer;Manuel Mattheisen;Esben Agerbo;Silvia De Rubeis,2019-03-01,172,Nature Genetics,431-444,10.1038/s41588-019-0344-8,30804558.0,85062110842,2-s2.0-85062110842,Article,,https://api.elsevier.com/content/abstract/scopus_id/85062110842,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062110842&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062110842&origin=inward
Genome-wide meta-Analysis identifies BARX1 and EML4-MTA3 as new loci associated with infantile hypertrophic pyloric stenosis,Thurm,João Fadista;Jonas Bybjerg-Grauholm;David M. Hougaard;Mads Melbye;Bjarke Feenstra;Hans Matsson;Paul A. Romitti;Heather A. Boyd;Denise M. Kay;James L. Mills;Sanne Gørtz;Agneta Nordenskjöld;Michele Caggana;Frank Geller;Line Skotte,2019-01-15,4,Human Molecular Genetics,332-340,10.1093/hmg/ddy347,30281099.0,85059503621,2-s2.0-85059503621,Article,"FSS, DFF",https://api.elsevier.com/content/abstract/scopus_id/85059503621,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059503621&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059503621&origin=inward
State of the field: Differentiating intellectual disability from autism spectrum disorder,Thurm,Audrey Thurm;Emma Salzman;Catherine Lord;Cristan Farmer;Somer Bishop,2019-01-01,8,Frontiers in Psychiatry,,10.3389/fpsyt.2019.00526,,85078967913,2-s2.0-85078967913,Review,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85078967913,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078967913&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078967913&origin=inward
"Genetic Variants in the 9p21.3 Locus Associated with Glioma Risk in Children, Adolescents, and Young Adults: A case–control study",Thurm,Ulf Hjalmars;David M. Hougaard;Jonas Bybjerg-Grauholm;Beatrice Melin;Anna M. Dahlin;Anna K. Kahler;Carl Wibom;Christina M. Hultman;Isabelle Deltour;Ulrika Andersson;Robert Karlsson,2019-01-01,0,Cancer Epidemiology Biomarkers and Prevention,1252-1258,10.1158/1055-9965.EPI-18-1026,31040135.0,85068755478,2-s2.0-85068755478,Article,VR,https://api.elsevier.com/content/abstract/scopus_id/85068755478,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068755478&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068755478&origin=inward
Volumetric Analysis of the Basal Ganglia and Cerebellar Structures in Patients with Phelan-McDermid Syndrome,Thurm,Mustafa Sahin;Audrey Thurm;Joseph D. Buxbaum;Elizabeth Berry-Kravis;Craig M. Powell;Latha Soorya;Rajna Filip-Dhima;Jonathan A. Bernstein;Siddharth Srivastava;Alexander Kolevzon;Anna K. Prohl;Benoit Scherrer;Simon K. Warfield;Kush Kapur,2019-01-01,4,Pediatric Neurology,37-43,10.1016/j.pediatrneurol.2018.09.008,30396833.0,85055891350,2-s2.0-85055891350,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85055891350,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055891350&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055891350&origin=inward
A major role for common genetic variation in anxiety disorders,Thurm,Ole Mors;Merete Nordentoft;Kristin K. Nicodemus;Jonas Bybjerg-Grauholm;Preben Bo Mortensen;Thomas Werge;Kirstin L. Purves;David Hougaard;Christopher Rayner;Gerome Breen;John M. Hettema;J. Jürgen Deckert;Thalia C. Eley;Carol Kan;Christopher Hübel;Marie Bækvad-Hansen;Rosa Cheesman;Matthew Hotopf;Katrina A.S. Davis;Andrew M. McIntosh;Héléna A. Gaspar;Anders D. Børglum;Shing Wan Cho;Manuel Mattheisen;Sandra M. Meier;Jonathan R.I. Coleman,2019-01-01,12,Molecular Psychiatry,,10.1038/s41380-019-0559-1,,85075328965,2-s2.0-85075328965,Article,FNIH,https://api.elsevier.com/content/abstract/scopus_id/85075328965,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075328965&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075328965&origin=inward
"Publisher Correction: Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection (Nature Genetics, (2018), 50, 3, (381-389), 10.1038/s41588-018-0059-2)",Thurm,Jakob Grove;Hyejung Won;Leon Hubbard;Alison Goate;Jonas Bybjerg-Grauholm;Srdjan Djurovic;Sarah Tosato;Elliott Rees;Enrique Santiago;Charlene Thomas;Wolfgang Maier;David J. Porteous;Gerome Breen;Laura M. Huckins;Noa Carrera;Petroula Proitsi;John Powell;André Lacour;Darren Cameron;Enda M. Byrne;Britta Schurmann;Alfredo Ramirez;Andrew J. Pocklington;Simon Lovestone;Udo Dannlowski;Stephan Ripke;Preben Bo Mortensen;Christine Søholm Hansen;Reiner Heun;Engilbert Sigurdsson;David Craig;Thalia C. Eley;Amy Lynham;Michelle Lupton;Marie Bækvad-Hansen;Dmitriy Drichel;Bernhard T. Baune;Peter Passmore;Carlos Cruchaga;Hreinn Stefansson;Eli A. Stahl;Antonio F. Pardiñas;Ole Mors;Michael O’Donovan;Merete Nordentoft;Richard Abraham;Naser Durmishi;Markus Nothen;Valentina Escott-Price;Sophie Bishop;Petra Nowotny;Teimuraz Silagadze;Frank Jessen;Thomas Werge;Stacy Steinberg;David M. Hougaard;Douglas M. Ruderfer;Pamela Sklar;Stephen Todd;Vera Golimbet;Carsten Bøcker Pedersen;Steven A. McCarroll;Sarah Taylor;Ole A. Andreassen;Amy Gerrish;Jaspreet Pahwa;Bernadette McGuinness;Armando Caballero;Tim Becker;Robert Plomin;Milica Pejovic-Milovancevic;Nicola Denning;Kiran Mantripragada;Paul Hollingworth;Peter Holmans;Marian L. Hamshere;Espen Molden;Kari Stefansson;Christine Herold;Denise Harold;Naomi R. Wray;Marianne Giørtz Pedersen;Daniel H. Geschwind;Nicholas G. Martin;Jade Chapman;Thomas D. Als;Jun Han;John C. Morris;Rebecca Sims;James H. MacCabe;Sophie E. Legge;Andrew M. McIntosh;Manuel Mattheisen;Anders D. Børglum;Esben Agerbo;Caroline Hayward;Janet Johnston;Kevin Mayo,2019-01-01,2,Nature Genetics,,10.1038/s41588-019-0450-7,31160808.0,85066976804,2-s2.0-85066976804,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85066976804,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066976804&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066976804&origin=inward
Discovery of the first genome-wide significant risk loci for attention deficit/hyperactivity disorder,Thurm,Jakob Grove;Alicia R. Martin;Hyejung Won;Jobst Meyer;Freimer Nelson;Amaia Hervas;Katrina L. Grasby;Beate Herpertz-Dahlmann;Duncan S. Palmer;Patrick Turley;Fernando Mulas;Jonas Bybjerg-Grauholm;Josephine Elia;Gerd Lehmkuhl;T. Trang Nguyen;Robert D. Oades;Tobias J. Banaschewski;Rich Belliveau;Alice Charach;Marcella Rietschel;Sandra K. Loo;Lindsey Kent;Stefan Johansson;Ana Miranda;Miguel Casas;Michael Gill;Nina Roth Mota;Herbert Royers;Marcel Romanos;Aribert Rothenberger;Jennifer Crosbie;Ditte Demontis;Özgür Albayrak;F. Kyle Satterstrom;Nanda Lambregts-Rommelse;Julian B. Maller;Marta Ribasés;Sarah Kittel-Schneider;Haukur Palmason;Jonatan Pallesen;Raymond K. Walters;Michael Gandal;Anke Hinney;Stephan Ripke;Eric Mick;Michael J. Owen;Aisling Mulligan;Christine Freitag;Abel Ickowitz;Jennifer Moran;Marie Bækvad-Hansen;Gísli Baldursson;Manuel Föcker;Hreinn Stefansson;Claire Churchhouse;Mara Hutz;Timothy Poterba;Josep Antoni Ramos-Quiroga;Alysa E. Doyle;Michael C. O’Donovan;Ziarih Hawi;Frank Middletion;Jesper Buchhave Poulsen;Olafur O. Gudmundsson;Mads Engel Hauberg;Jan K. Buitelaar;Joanna Martin;Felecia Cerrato;Christine S. Hansen;Carsten Bøcker Pedersen;Jasmin Romanos;Elise B. Robinson;Astrid Dempfle;Olga Rivero;Claiton Bau;Mads V. Hollegaard;Sarah Hohmann;Kimberly Chambert;Eugenio Grevet;Peter Holmans;Ashley Dumont;Margaret J. Wright;Jacqueline I. Goldstein;Johannes Hebebrand;Christine Stevens;G. Bragi Walters;Marianne Giørtz Pedersen;Joseph Biederman;Nicholas Eriksson;Daniel P. Howrigan;Maria Jesús Arranz;Nicholas G. Martin;Hailiang Huang;Thomas D. Als;Richard J.L. Anney;Richard P. Ebstein;Manuel Mattheisen;Esben Agerbo;Tobias J. Renner;James J. McGough,2019-01-01,260,Nature Genetics,63-75,10.1038/s41588-018-0269-7,30478444.0,85057436335,2-s2.0-85057436335,Article,H2020,https://api.elsevier.com/content/abstract/scopus_id/85057436335,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057436335&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057436335&origin=inward
Association of Whole-Genome and NETRIN1 Signaling Pathway–Derived Polygenic Risk Scores for Major Depressive Disorder and White Matter Microstructure in the UK Biobank,Thurm,Jakob Grove;Lili Milani;Georg Homuth;Peter McGuffin;Robert M. Maier;Jonas Bybjerg-Grauholm;Yanni Zeng;Stefan Herms;Yuri Milaneschi;Aartjan T.F. Beekman;Wolfgang Maier;Matthias Nauck;Jude Gibson;Stephen M. Lawrie;Erin C. Dunn;Gregory E. Crawford;Nese Direk;Michael Gill;Yihan Li;Divya Mehta;Enda M. Byrne;Baptiste Couvy-Duchesne;Zoltán Kutalik;Patrick McGrath;Conor V. Dolan;Farnush Farhadi Hassan Kiadeh;Dale R. Nyholt;Stephan Ripke;Simon R. Cox;Mandy Johnstone;Penelope A. Lind;Christine Søholm Hansen;Jesper Krogh;Michael J. Owen;Francis M. Mondimore;Gail Davies;Julia Kraft;Thalia C. Eley;Toni Kim Clarke;Andreas J. Forstner;Lynsey S. Hall;Marie Bækvad-Hansen;James A. Knowles;Ian J. Deary;Hogni Oskarsson;Carsten Horn;Warren W. Kretzschmar;Bernard Ng;Jonathan Marchini;Hilary K. Finucane;Julien Bryois;Fernando S. Goes;Isaac S. Kohane;Dean F. MacKinnon;Na Cai;Hamdi Mbarek;Marcus Ising;Valentina Escott-Price;Evelin Mihailov;Franziska Degenhardt;Paul F. O'Reilly;Eske M. Derks;David M. Hougaard;Mark J. Adams;Christel M. Middeldorp;Tim B. Bigdeli;Enrique Castelao;Michel G. Nivard;Nick Craddock;Héléna A. Gaspar;Sarah E. Medland;Jonathan R.I. Coleman;Scott D. Gordon;Henriette N. Buttenschøn;Josef Frank;Jane Hvarregaard Christensen;Thomas F. Hansen;Grant W. Montgomery;Douglas H.R. Blackwood;Jouke Jan Hottenga;Rick Jansen;Tracy M. Air;Eric Jorgenson;Naomi R. Wray;Niamh Mullins;Xueyi Shen;Sara Mostafavi;Lucía Colodro-Conde;Per Hoffmann;Chris S. Haley;Donald J. MacIntyre;Abdel Abdellaoui;Miruna C. Barbu;Ian B. Hickie;Maciej Trzaskowski;Elisabeth B. Binder;Silviu Alin Bacanu;Till F.M. Andlauer;Manuel Mattheisen;Esben Agerbo,2019-01-01,6,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,91-100,10.1016/j.bpsc.2018.07.006,,85052912914,2-s2.0-85052912914,Article,RCPE,https://api.elsevier.com/content/abstract/scopus_id/85052912914,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052912914&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052912914&origin=inward
